-0.022173028	0.05826766	-0.055256892	0.04991533	-0.052852746	-0.06682859	0.03906618	0.007957119	-0.067988865	0.092291944	0.075192615	-0.08856007	0.0077985884	0.08271618	-0.10097831	-0.034043565
0.07913449	0.14276282	-0.09706475	0.13795112	-0.07936214	-0.107412905	0.08625679	0.06909178	-0.085465424	0.08142583	0.08929637	-0.11562593	0.01615912	0.0080303755	-0.1160353	-0.13503157
-0.17292206	-0.2430095	0.27328804	-0.1779953	0.3020771	-0.0019616159	-0.28830835	-0.22356525	0.27487263	-0.23820746	-0.18955004	0.21481057	-0.1973196	-0.18399377	0.287537	0.17341803
0.24740098	0.39924535	-0.36136547	0.25739914	-0.3525711	-0.2075168	0.31618878	0.27739707	-0.35770917	0.32347897	0.32931015	-0.28165868	-0.14031352	-0.08071116	-0.42340112	-0.3538461
0.0020195614	0.054019477	-0.055006173	0.052358415	-0.049209118	-0.037632473	-0.00050530944	0.009130334	0.012946729	0.0013976735	0.018293161	-0.0069027757	0.0069244117	-0.019181026	0.016942114	-0.02623634
0.042765766	0.09782194	-0.10042588	0.12494694	-0.07804747	-0.11099732	0.053450268	0.13479851	-0.0667458	0.11008189	0.09309512	-0.13745338	-0.043325145	-0.047796633	-0.08896652	-0.092792906
-0.10476934	-0.09985946	0.11570847	-0.069563426	0.075913936	0.011365154	-0.0853156	-0.05348442	0.049732137	-0.12533075	-0.074872166	0.046734337	-0.056981333	-0.036568157	0.09532372	0.037161563
-0.07436034	-0.044298958	0.042986345	0.017984556	0.06311622	0.074110165	-0.04344225	-0.020297345	0.07561854	0.00078854535	-0.06770419	-0.025662329	0.072342165	0.097581245	0.055616096	-0.023403844
0.03035828	0.05755175	-0.09920722	0.07054834	-0.08608233	-0.09509683	0.11975692	0.03144573	-0.09966626	0.06409063	0.072745435	-0.11625946	-0.034789857	0.010062427	-0.088868864	-0.10837348
0.41949064	0.57273203	-0.48990524	0.50385505	-0.6201461	-0.4450254	0.53127843	0.49676266	-0.52342427	0.5052895	0.53930503	-0.49466166	-0.34910464	-0.28864247	-0.56554973	-0.53689444
0.87275094	1.0426472	-1.0518513	0.98649096	-1.1127905	-0.899214	0.9835617	0.93816316	-0.9898126	1.0608075	0.9857144	-0.9706566	-0.8731984	-0.79285526	-1.0800972	-1.0127996
-0.570723	-0.5766427	0.61402166	-0.58265436	0.6110252	0.2679675	-0.6068996	-0.65899897	0.5790701	-0.5963295	-0.6053003	0.59940773	-0.002783714	-0.043235596	0.6651741	0.55240077
0.0516453	0.0162503	-0.050587915	-0.0029869643	-0.02196193	0.0023016487	-0.011242258	0.04010707	-0.08159842	0.013323846	0.0047703437	-0.06143917	-0.0077515603	0.049074523	-0.004835337	-0.038936757
0.04863669	0.08633989	-0.109521754	0.070610985	-0.06336235	-0.124497905	0.08632915	0.050752275	-0.09478866	0.040179163	0.12624937	-0.08177699	-0.15029386	-0.11936914	-0.13149233	-0.06310846
-0.060769178	-0.0068465606	0.063643545	-0.031455945	0.042450644	0.04978738	-0.00813762	-0.06610809	0.091771126	-0.044386663	-0.063382864	0.03470417	0.010975	0.00019479502	0.07046022	0.06529075
-0.11250235	-0.046886873	0.11039853	-0.04824425	0.119458795	0.04921125	-0.03320822	-0.08603203	0.12007962	-0.063445024	-0.026297295	0.04346829	0.096609935	0.06955293	0.070155986	0.07232185
-0.1876269	-0.19115654	0.23124431	-0.23805118	0.26222932	0.120284595	-0.23799941	-0.21532084	0.21600705	-0.2100943	-0.22671524	0.18420374	-0.018879343	0.048294194	0.2332249	0.25734413
0.17768244	0.19724928	-0.27399272	0.25252387	-0.23907739	-0.21405493	0.2509589	0.20049174	-0.26384228	0.20002568	0.17799425	-0.18648277	-0.16886929	-0.098276556	-0.24434939	-0.23093435
-0.046837866	0.03749792	0.004422008	0.021186473	-0.039799396	0.0013307664	0.037708234	-0.034965478	0.04339676	-0.04023959	0.023123382	-0.0019715219	-0.014927446	-0.006148238	-0.0013557136	0.011719626
-0.0048914594	0.13093033	-0.078896895	0.10065684	-0.05352105	-0.04230934	0.038171597	0.06653324	-0.03735876	0.08544767	0.065701365	-0.05517097	-0.057598125	-0.007867393	-0.048450015	-0.06500668
-0.12195131	-0.048270173	0.08483589	-0.08585105	0.11107544	0.08586164	-0.06292462	-0.122816786	0.08623305	-0.10408368	-0.08807685	0.046930913	0.07600398	0.098972864	0.10584874	0.12407038
